id,name,description,label
3567,14925738 14845359 14786237 15710359,14925738 14845359 14786237 15710359 15252363 14925757 14782136 15710359 14925245 14849419 15709088 14925756 14780567 14924188 15699624 14852794 14720387 14925219 14786452 14859956 14846135 14976901,14924216 14781104 14717848 14791612
3568,15632285 14923942 14847406 14782092 70 78 14854565 14785418,15632285 14923942 14851005 14786216 15252363 14786237 15697082 14851225 14853002 15252363 15706282 15636660 14854565 14785418,14847385 14844587 14848641 14847398
3569,70 72 14785469 14851759 14925245,15706282 15636660 14925219 14925205,14786237 15697082 14722731 14924977
3570,14858412 14720387 14924964 15642297 70 105 99 117 104 110 99,14858412 14720387 14782903 14925725 14847398 14924964 15642297 15252363 15637383 15704454 14924472 14717871 83 83 84 14859154 14783625 14976901,14924216 14781104 14717848 14791612
3571,14786237 14849723 14717874 15706266 14785469 14851759 14925245 51 53 54,14786237 14849723 14717874 15706266 14785469 14851759 14925245 15252363 15704228 14844340 14924678 14925725 15701922 15635335 15634601 15639967 15252363 14846120 14786237 15697082 14851225 14723731 14854565 14782384,14847385 14844587 14848641 14847398
3572,94 94 84 69 15706282 15636660 15706241 14847916 88 54 55,94 94 84 69 15706282 15636660 15706241 14847916 88 54 55,14856354 14844592
3573,14716590 14791302 14785186 14925185 88 102 105 99 117 104 110 99,14716590 14791302 14785186 14925185 14786472 14925205 15697555 14727830 14716590 14791302 14923942 14780072 14859956 14846135 15252363 14780567 14924188 14858412 14924977 14854275 15632262 14723726 14785418 14847398,14924216 14781104 14717848 14791612
3574,14786237 14925228 14925206 14849723 63,14859143 14846102 14720387 14786237 15697082 15706282 15636660 15632285 15706536 15697549 14853038 14726332 14728344 15252363 14856373 14728328 15637157 14849942 14860165 14851005 15252363 15637383 15704454 14849931 14782641 14853021 14789542 15710084 14717871 14721174 14853024 14720387 14780834 14846116,15632285 15706536 14721977 14925219
3575,74 104 117 98 65 114 105,74 104 117 98 97 114 105 39 110 116 39 102 39 100 104 106 119 117 98 111 98 105 116 110 113 98 39 115 117 102 113 98 107 39 110 105 97 104 117 106 102 115 110 104 105 39 102 105 99 39 107 110 97 98 116 115 126 107 98 39 119 107 102 115 97 104 117 106 39 115 111 102 115 39 119 117 104 113 110 99 98 116 39 101 114 116 110 105 98 116 116 39 110 105 97 104 117 106 102 115 110 104 105 39 97 104 117 39 102 107 107 39 114 116 98 117 116 39 110 105 39 115 111 98 39 102 117 98 102 116 39 104 97 39 100 102 115 98 117 110 105 96 43 39 116 111 104 119 119 110 105 96 43 39 117 98 100 117 98 102 115 110 104 105 43 39 115 117 102 105 116 119 104 117 115 102 115 110 104 105 39 102 105 99 39 107 110 97 98 39 116 98 117 113 110 100 98 116 41,14844856 14724258 14925237 14854807
3576,15641235 14847388 14854554 15709082 110 104 116,100 117 104 116 116 96 102 115 98,14794687 14782344
3577,119 107 88 102 116 117 88 112 110 105 54,15697549 14853038,15632285 15706536 14721977 14925219
3578,15637896 14782641 15637896 14850999 14782864 14850999 14925756,14782903 14789561 15701146 14716574 14782864 14850999 14925756 14794687 14782344 43 14782631 15640252 14925709 14727830 43 14925706 14925216 14717848 14791302 15630472 43 15637896 14782641 15637896 14850999 15631546 14846120 14924962 14715310 43 14853024 14716555 15637157 14925706 14726056 14719931 43 14782080 14858917 14782353 14859956 15705739 14780821 14847888 14846120 15632270 43 14790573 14857864 14724241 14857864 14925703 14788528 14715310 43 14858120 14924702 14924723 14925706 14853016 14783159 14925464 14846120 14924962 15706542 14782092 14785469 15638189 14924455 14715310 43 14858120 14858372 15710612 14728350 14782092 14785469 14858639 14925733 15696831 14849185 41 15710367 14785422 14849935 14716555 14847384 15697082 43 14925706 14844093 14716555 14782641 14790573 14782124 14857864 14859922 14846120 14924962 14849935 15708848 14716555 43 14925706 15706542 15631804 14857858 14845616 14719884 14924455 14720387 14716555 41,14794687 14782344
3579,98 107 98 119 111 102 116,14925703 14925741 14785469 14851759 14925245,14786237 15697082 14722731 14924977
3580,15710358 15631804 14854554 14858412 15632277 14849695 70 119 119,15635855 14854334 14721977 14846909 14858412 15632277 14849695 14859143 14846102 14720387 14925703 14789561 14856354 14844592 14726844 102 119 119 15252363 14847388 14850991 14780567 15641759 14781842 15632277 15252363 14846097 14924977 14723726 14783119 14715264 15252363 14780567 15641759 14858412 15632277 14849695 14783119 14715264 14976901,14924216 14781104 14717848 14791612
3581,15708310 14854565 88 78 72 84,15708310 14854565 14859143 14846102 14925185 15042459 14786237 15697082 14722731 14924977 44 14721212 14847407 102 119 119 44 14925206 15708310 15042458 14854577 14859690 14845602 14859696 14783155 14924436 15704228 14844340 14782910 14788239 15252363 15706542 14717871 14782384 15708310 14720387 15699861 14858372 14976902 15708310 14720387 14925716 14925725 14976902 15708310 14720387 14721174 14854817 14976901 14924945 14786472 14854577 14859690 15709107 14858372 14720387 14721158 14925245 14783134 14728324 14976902 14721158 14925245 14845602 14859696 15640249 15634601 14976901 91 117 91 105 91 117 91 105 15708310 14854565 70 87 87 14847918 14717871 15701146 14716574 14925705 14786237 15697082 15708310 14789282 14785469 15710361 14780834 15252363 14854553 14715319 14925185 15710359 14847407 14783159 14781097 14924711 15710612 14976902 14925716 14857881 15708310 14789282 15706534 14847893 14717848 14782359 14976902 14845602 14859696 14783159 14781097 14720150 14780832 14976902 14858665 14923942 15710359 14847407 14789282 14783159 14849931 14789282 15252363 15708310 14789282 14720179 14783914 14723726 14853021 14721162 15706542 15708310 15697794 14925196 14846605 14847384 14845834 14720387 14782903 14847384 15697082 14976901 91 117 91 105 54 41 91 115 14976919 15708310 14789282 14783159 14781097 15696045 14847407 15706551 14858898 14976918 14858113 15708310 14789282 14789282 14783159 14976902 15708310 14789282 15630475 14725004 14976902 14791055 15697808 14846630 15708328 15630475 14723726 14783159 14781097 14924962 15701146 14716574 15696045 14847407 14849931 14789282 14847927 14782092 14785469 14925709 14976901 39 91 117 91 105 53 41 91 115 14976919 14788744 14925741 14925245 15631546 14785422 14925716 14857881 14845602 15711660 15706534 14847893 14976918 15708310 14854565 15632285 15710336 15710084 14784674 15634601 14846640 14976902 15711660 14924436 14783159 14781097 14791308 15630472 14976902 14847407 14780294 14791308 15706258 14849929 14846120 14925757 14717871 14782384 14717848 14782359 14925716 14857881 14720387 14721174 14854817 15708310 14789282 15706534 14847893 14976901 91 117 91 105 52 41 91 115 14976919 14845602 15711660 14783159 14781097 14720150 14780832 15252363 14925741 14925245 14845602 14859696 14723494 14718849 14976918 14717871 14782384 14846120 15637896 14782641 15632285 15710336 14786237 15697082 15708310 14789282 14785469 14720387 14787719 14791308 15706553 14852992 14925757 15696045 14856374 14924436 14787719 15252363 15632285 15710336 70 87 87 14846120 14719884 14847927 15696045 14856374 14924436 15630474 14976902 14924436 15696773 14715264 14976902 14850237 14722695 14924964 15710117 14723726 14853021 15710649 53 55 15640254 15711660 14924436 14783159 14781097 14976902 14846111 14846865 14785717 14728632 15252363 14859953 15698352 14858640 15710359 14847407 14859453 15706537 14976902 15639209 15639704 14859453 15706537 14723726 14976901 91 117 91 105 51 41 91 115 14976919 15710359 14847407 14782641 14720387 15706282 15636660 14844596 14780295 15645588 14847414 14976918 14858900 15708310 14789282 15706534 14847893 14925738 14785422 15632280 14859681 14976902 14850726 14859681 14720387 14720387 14846111 14846865 14782641 15252363 102 119 119 14924701 14925757 14717871 14782384 14780567 14924188 15706282 15636660 14780567 15630741 15252363 15706542 14717871 14782384 14846120 14924962 14850991 15632280 14859681 14846111 14846865 14847626 14785422 14782087 15706785 14779538 14976901 14925715 14858900 14717871 14782384 14779572 14783417 14859140 14782353 14717365 14847412 14782641 14728350 14925199 14847399 14792126 15645588 14847414 15252363 15706542 14717871 14782384 15697082 14853016 14850717 14781318 14854539 14782359 14720169 14788480 14976901,15710359 14847407 14845602 14859696
3582,14782358 14720387 15631546 14860165 14853038 14792595,14780567 14924188 14853038 14792595 14923942 14780072 14784674 15706277,14924216 14781104 14717848 14791612
3583,85 69 72 83,15706282 15636660 14847406 14782092 15252363 14854553 14715319 14785469 14851759 14925245 15697549 14853038 15252363 14782112 15705739 14781312 14924963 14847384 15697082 14976901,14924216 14781104 14717848 14791612
3584,14858412 15632277 14786452 14925206 14785418 14847398,14860201 14847406 14858412 15632277 14925245 14849695 14782124 14846610 14854807 14858166 14846120 14924962 14846102 15632262 14719146 14923942,14924216 14781104 14717848 14791612
3585,14783400 14924959 54,14783400 14924959,15630486 15702410 14718849 15709093
3586,115 114 104 108 98 101 102 104 88 119 111 104 105 98 88 107 110 105 114 127,14859667 14717871 14925193 14781588 14854565 14854554 14786237 15697082 14853009 14849723 14726332 14728344,14847385 14844587 14848641 14847398
3587,14925463 15632275 14846143 14785469 14724264 102 119 119,14782100 15710881 15710888 14924977,14844093 15705739 14854331 15699885
3588,108 110 99 106 102 115 111,14852485 14784923 14924455 14720387 14854554 14854554 14789284 14850991 14925709 14859963 14844856 14851242 14782353 14858120 14854817 14924425 14859955 14728608 15252363 15710366 14789561 14859667 14717871 14846120 14924962 14860201 14847406 14854830 14854807 14854817 14925479 14723472 14785448 14976901 14854532 14720387 14847384 15697082 14925716 14925703 15252363 15697082 14853016 14788542 14781097 14924455 15632270 14781614 14720387 14723472 14785448 14726844 14850444 15637896 14785469 14844093 15639967 15252363 14852485 15252381 54 14924426 14783159 14847399 14791826 14976902 53 14924426 14783159 14844040 14791826 14723726 15252363 14859953 14846120 15637896 14782641 14780567 14721981 14723731 14788239 14976901 14783626 14924443 15637145 14860223 14723463 14846610 14782910 14924216 15252363 14786472 14858120 14785420 14846092 15710364 15705739 14723472 14785448 14844578 15634607 14720387 14718849 14779572 14856354 14844592 14976901,14783134 15697333 14854817 14925479
3589,14846608 14854534 15631762 14786452 15705739,14846608 14854534 15631762 14786452 15705739 14786472 14846608 14854534 14860165 14844587 14854542 14925219 15632285 14723494 14718849 15631535 15634607 14849942 14844587 14924688 14780847 14844093 14720387 14923942 14780072 14785418 14847398 14849419 15708328 14844338 14784674 15706277 15710888 14924977 15252363 14854553 14782641 14847407 14780294 14720387 14720387 14925219 15632285 14923942 14780072 14785186 14794135 14925193 14846608 14854534 14860165 14786237 15697082 14925219 15632285 14781312 14781346 14925738 14858372 15252363 14844592 14785422 14859197 14853024 14720387 14849929 14846135 14923942 14780072 15630464 14728081 14847399 14856354 14859956 14846135 15252363 14925757 14844587 14924688 14844093 15705739 14780567 14924188 14854553 14782641 14976902 14844033 14722729 14976902 14924216 14781104 14976902 14925741 14780320 14846865 14720387 14925219 15632285 14923942 14780072 14785418 14847398 14976901 15706542 14779823 14846120 14924962 15637896 14782641 14976902 15637896 14850999 14976902 14844591 14782910 14924426 14720387 14780811 14780582 14846608 14854534 14860165 14720387 14925219 15632285 15708328 14844338 15252363 14925757 14779823 14720387 14844093 15705739 14780567 14924188 14781312 14859154 14976901,14844093 15705739 14854331 15699885
3590,97 110 105 102 107 116 107 102 105 96 114 102 96 98,14785186 14717874 14781858 14846128,14786237 15697082 14722731 14924977
3591,14858120 15707565 15639471 88 102 105 99 117 104 110 99,15697594 14858120 15707565,14782903 15634620 15638402 15706300
3592,68 69 81 110 119 88 70 105 99 117 104 110 99,15710881 15710593 14787719 14791308 39 39 14925703 15635369 15706253 14782890 15710881 15711660 14726332 14728344 14976902 14923942 14846128 14726332 14728344 14976902 14859666 14720159 14726332 14728344 14976902 14847407 14847388 14726332 14728344 15252363 14925757 14844093 15705739 14923930 15642297 14781859 15699885 14976901 14847407 14780294 14723494 14718849 39 39 15637896 14782641 15637896 14850999 15630464 15637633 14716854 15710881 15710359 15705739 14783159 14781097 15252363 14780567 15630741 14849923 15640254 14859141 14860223 15252363 14716854 15710881 14854542 14844591 14854553 14782641 14780811 14780832 14976901 39 15705739 15642289 15710895 15710398 39 14923930 14854815 14785415 15710358 48 14853038 14716854 15710881 15705739 15642289 15710895 15710398 15252363 14714302 14854334 14714302 14728321 15699333 14851225 14783417 15252363 14924701 14849695 14717871 14782384 14781602 14785422 14785715 14853021 14853529 14845883 14785418 14847398 14976901 15710362 14724263 14784674 15706277 14925705 14852995 14718849 14925219 15632285 15710362 14724263 14784674 15706277 15252363 14850991 14728632 15710362 14724263 14852995 14718849 15252363 14854542 14844591 14846120 15637159 14846095 14783417 14858372 14976901 15710881 14846092 14925205 14847407 14925219 14846092 15697549 14853038 14976902 15710881 14846092 14727587 15697549 14853038 15252363 14783400 14781318 14847911 15638179 15697549 14853038 15706551 14858898 15252363 14923930 14781859 14717871 14782384 15637911 14721158 14923942 14780072 14854542 14844591 14976901 14925205 14847407 15632020 14844592 39 39 14925205 15708839 15632020 14844592 14976902 15698596 15707534 14847116 14724263 15252363 14721977 14925219 14715310 14791826 14794687 14782344 14846865 15252363 14721977 14925219 14717848 14791612 14785715 14785422 15708580 14976901 14783155 14849935 14785451 14850999 15641759 14724264 14791055 15709118 15697565 15637633 14785451 14850999 15641759 14788260 14848641 14847398 14924694 15634613 14791055 15709118 14851005 14782087 15252363 15635855 14854334 15641759 14724264 14791055 15709118 14925245 14727587 15252363 14925757 14924701 14849695 14780567 14924188 14721158 14925245 14846865 14785418 14847398 14976901 15706282 15636660 14785469 14851759 14925245 14925705 14785469 14851759 14925245 14925205 14847407 15697549 14853038 15252363 15632285 15710336 15706282 15636660 15706241 14847916 15252363 14783914 14781858 15710881 14844338 15252363 14726585 14844033 14854331 15699885 15252363 15706282 15636660 14925705 15710881 14846092 15697549 14853038 15252363 15706282 15636660 14784674 14853038 14792595 15252363 14784674 15697318 14721711 14723726 15252363 15632285 15710336 15706282 15636660 15710612 14844578 15252363 14923930 15706246 15642297 15642289 14854542 14844591 14976901 14716854 15710881 14785418 14847398 39 39 14858412 15632280 14784411 14726053 15638147 15710358 14792378 15710881 14727561 14854590 14976902 14923930 14844604 14976902 14728371 14923945 14976902 14783422 15705218 14848641 14854577 15252363 14924216 14781104 14791055 15709118 14976901 15638147 15710358 14847399 14792126 14724254 14976902 14845595 15710881 14851005 39 39 14858412 15632280 14784411 14726053 15638147 15710358 14847399 14792126 14724254 14976902 14845595 15710881 14851005 15252363 14850999 14851257 14854331 15699885 15252363 15706542 15705739 15710881 14786452 14976902 14845595 15710881 14786452 14976901 15632020 15708328 14783126 14780595 14792378 15710881 14923930 15638190 15696045 14847406 14785418 14847398 15252363 14792378 15710881 15632020 15708328 14783126 14780595 14785418 14847398 15252363 15706542 15710881 14925756 14719878 14782641 14719878 14858372 14719878 14847388 14976901 15710881 14849158 15708546 14860165 14859143 14783417 14792378 15710881 14726585 14849158 15708546 14860165 15252363 14780847 14844093 14844566 14781093 14847935 14976902 14715319 15630486 14728613 14846850 15252363 15706542 15710881 14925756 14925228 14846096 14847927 14854553 14854553 14850991 14850991 14720387 14924703 14779559 14976901,14924216 14781104 14717848 14791612
3593,14925473 14782608 42 14925738 14844595 14720698 14716555,14924188 14717871 14782384 15638402 15706300 14727830 14782848 14976902 14844093 14716559 14716590 14723726 14717874 14854807 14925473 14849419 14793644 14717884,14782903 15634620 15638402 15706300
3594,79 110 116 98 105 116 98 88 83 81 88 53 55 54 53 54 55 55 54 88 83 81 84 119 110 117 110 115 88 74 116 115,14791344 14923942 15706282 14714302,14856354 14844592
3595,15645607 14788480,15252367 14859143 14846102 14791308 15706258 15252366 14786237 15697082 15645607 14788480,14786237 15697082 14722731 14924977
3596,83 98 116 115 88 65 84,14854334 15706549 15252363 14783914 14783417 83 83 84 15706282 15636660,15632285 15706536 14721977 14925219
3597,14858120 15709825 14785469 14851759 14925245,14791308 15706258,14786237 15697082 14722731 14924977
3598,98 14719884 14716574,15710366 14786472 14925703 14925741 14846116 15696531 70 87 87,15710359 14847407 14845602 14859696
3599,14717855 15697284 14716854 14850185 14860165 70 105 99 117 104 110 99,14717855 15697284 14716854 14850185 14860165 14786472 14717855 15697284 14719878 14858934 14849162 14847388 14785415 14853024 14720387 14721212 14847407 14925205 15697555 14727830 14717848 14791612 14785418 14847398 14859956 14846135 14925452 14925703 15252363 15696045 53 55 54 53 14859955 54 55 14785423 14846102 14860164 15696052 14924941 15252363 14856373 14781602 14785422 14717871 14782384 53 55 55 14924446 14925696 14976901 14847384 15697082 14791090 14720145 14925219 15632285 15252363 14846908 14717328 15252363 15639447 15639209 14856118 14925463 14723726 14924688 14853021 15639937 14850200 15252363 15632285 15710336 14786237 15697082 14782092 14785469 14854565 14782384 14724264 14846093 112 102 119 14727830 15640242 14858917 14859144 14857874 14715319 14976901,14924216 14781104 14717848 14791612
3600,85 98 99 88 74 114 100 114 105 88 70 105 99 117 104 110 99,14850237 14925193 15706282 15636660 14720387 14850238 15706538 15252363 14783134 14854817 67 98 106 104,14856354 14844592
3601,14849426 14849426 15638402 15706300 88 110 72 84,14844554 15709118 14720387 14858120 15706291 15638402 15706300 14851759 15252363 14844591 14785451 14858120 15706291,14782903 15634620 15638402 15706300
3602,125 96 111 88 14854559 14851005 14858120 15706291 115 127 115,14854559 14851005 14858120 15706291 14726585 15632270 14849935 15637633 15252363 14786472 14925716 14716853 110 72 84 14717871 14782384 14854557 14847921 14720387 14925703 14789561 14785422 14853303 14976902 14782848 14854800 15638402 15706300 14859667 14717871 15252363 14846850 14849964 14853021 14785451 14785415 14782903 14728328 14844607 14854559 14851005 14858120 15706291 15252363 15636660 15709103 14852794 15252363 14783626 14924443 14723463 14924216 15252363 14786452 14925193 14783409 14849963 14976901 15710367 14716606 14847916 15638147 15632262 14925185 14925696 14785451 14925473 14726794 14720387 14850991 14728632 14925473 14850185 15252363 14854539 14844591 14844554 15709118 15252358,14782903 15634620 15638402 15706300
3603,14726563 15706282 14791302 14847918 15706291 110 104 116,14924937 15637681 14850237 14722695 14854817 14726563 15706282 14859960 14925723 15706266 15252363 15710888 14924977 14791090 14720145 14853303 14788746 15705775 14976902 15636658 14788746 15705775 14976902 15636660 15710084 15705775 14976902 14726563 15706282 14781627 15636660 14976902 14726563 15706282 14789259 14785717 14976901 14858669 14859656 14794647 15710364 15252363 15706542 14924455 15710908 14785209 14854817 14726563 15706282 14789259 15706250 15252363 14848950 14726563 15706282 14789259 14785717 15252363 14719884 14726563 15706282 14717874 14858934 15252363 14854817 14726563 15706282 14727356 15706262 15252363 15706291 14859960 14925723 15706266 14976902 15638942 14794664 15706266 15252358 14785415 14925716 14925725 14720387 14726563 15706282 14854817 14925479 15635361 15637633 15252358 15638942 14794664 14782594 14794687 14925706 14844298 15637383 15704454 14726563 15706282 14727356 15706262 15252358,14783134 15697333 14854817 14925479
3604,14859198 14859922 14783914 14781858 88 110 72 84,14785424 15706300 14854334 14782910 14846102 14844093 14785186 14720387 14782848 14854800 14791055 14780072,15632285 15706536 14721977 14925219
3605,14858412 14925463 14854802 14785432 88 14854542 14846612,14780295 14854802 14925185 14780297 14925455 14847385 56 14854802 14852495 14852495 14785415 14779572 15704454 14924935 14925455 56 15042451 15042451 14859681 15710336 14858412 14925463 14854802 14785432 38 14854802 15697333 14845602 14859696 14854554 14854554 38 39 15710366 15630475 15710367 14785422 14852992 14854802 14720387 14852495 14852495 14925703 15708848 15706543 15706557 14852992 14854802 14728328 15641995 41 14976919 14788744 14782626 14719138 15706241 14976918 14976919 14844596 14716854 14780567 15630741 14976918 14976919 14854802 14852495 14925219 14791302 14850959 14976918 14976919 14782137 14785423 14855301 14976918 14860193 14728350 14854802 14852495 14852495 14785415 14785156 14856070 14720387 14844290 14854590 14976902 14785415 15709107 14858372 14720387 14847384 15697082 14976901 14854554 14854554 14788502 15697333 14844856 14727830 14844093 14849158 38 45 45 45 45 45 45 14847384 15697082 14924940 14728330 45 45 45 45 45 45 14976919 14788744 14782626 14719138 15706241 14976918 14846120 14924962 14784674 14719884 14779823 14854802 14785432 14788744 14925703 14853038 14720387 14791855 14779272 14925196 15640254 14976902 15705739 14847407 14781312 14846608 14976902 14779823 14720387 15711660 14924436 14976902 14854554 14854554 14720387 14846111 14846865 14723726 14976901 14976919 14844596 14716854 14780567 15630741 14976918 15637896 14719623 14779823 14720387 14854802 14785432 15710364 14725004 43 14849942 14779823 14780567 14924188 14854553 14717871 14720387 14854802 14785432 14780567 15630741 14794626 14846610 14976901 14924172 14852485 61 14785451 14849711 15704454 14722729 14854557 14859453 14788260 14846908 15638181 14976902 14779017 14717871 14846865 14852481 14849158 14976902 14728324 14925479 14854802 14785432 14718619 14924730 14976901 14976919 14854802 14852495 14925219 14791302 14850959 14976918 15710366 15630475 14925705 14854554 14854554 14788502 14721977 14846909 14782100 15632285 43 14779823 14846120 14924962 14849419 14782359 14846596 14925709 14925696 14720387 14849931 14785432 14854802 14852495 14852495 14925219 14791302 14779288 14846096 14976902 14847873 14925228 14848411 14779809 14976901 14846113 14853009 14779823 14925464 14846120 14924962 14847399 14844578 14854554 14854554 14788502 14844593 14854532 14714026 15634607 14850959 14854807 43 14925705 14785715 14853021 14852495 14852495 15710364 15705739 14785422 14783119 14720387 14925219 14791302 14976901 14976919 15697033 14783134 14853024 14854817 14976918 14925751 14854283 14976902 14925716 14925725 14720387 15697033 14783134 14719138 15706241 43 15706542 14779823 15710908 14785209 14850991 14854577 14845597 15697033 14783134 60 14782641 14858141 14976902 14782903 15639953 14720387 15697033 14783134 15636660 14925463 43 14781312 14854331 14779823 14850991 14854577 14845597 14844591 15711660 14783417 14785209 14728324 14925479 14849419 14849723 14849983 15706538 14728324 60 14782910 14924216 14976902 14785422 15708580 14720387 15697033 14783134 14783106 14925196 43 15699333 14719878 14779823 14784674 14782137 15708803 14782878 14720387 14782641 15634611 14849419 14726585 14847388 14976901 14976919 14727561 15639704 14846383 14782392 14976918 14788744 14853038 14925703 15632020 15632261 14849935 14779823 14720387 15698075 15710134 43 14925757 14779823 14780567 14924188 14721174 14854817 14720387 15701922 14844604 14780567 14721981 14976902 14723463 14846610 15706273 14728321 14720387 14845597 14791826 43 15706542 14779823 14788744 14782641 14788744 14847932 14925228 14846096 15701922 14844604 14849419 14727561 15639704 14976901 14976919 69 102 101 126 69 104 127 14976918 69 102 101 126 69 104 127 61 14785432 14858626 14782903 14717848 43 15632262 14728350 14854554 15709082 14925245 14717848 14925452 14847898 14720387 14724011 14925703 14924986 14853024 14721979 43 14724001 14849935 14781882 14852753 15704195 14847902 14846644 14846120 14846085 14847399 14781882 14852753 43 14844554 15709118 15708837 14846097 14924976 14845883 14925706 15698101 14720387 14853024 14721979 14846850 14976901 14976919 14782137 14785423 14855301 14976918 14779572 14782137 14925741 14852794 14785423 14855301 56 15710366 15630475 14785422 14779823 14782087 14850991 14850185 14860165 14720387 14925716 14925725 14785423 14855301 14783159 14781097 14859668 43 14782910 14924216 14779823 14788755 15710596 14976902 15639939 15706533 14976901 47 14791308 15706258 14716559 14924930 14859143 15632285 15631535 14847873 14850185 14860165 46 14976919 14791612 14847407 14976918 14782092 14785469 14720700 15638145 14846644 14846120 14846085 14925705 14854554 14854554 14788502 14854559 14782910 14726836 14846630 14849419 101 102 101 126 101 104 127 14925756 15639967 14791612 14847407 15252363 15710367 14785422 14785469 14924701 15708837 14858640 14849923 14721162 14852753 14849158 14976901 14976919 14854553 14717871 14856354 14844592 14976918 14852794 14715310 14720387 14717848 14717872 14717848 14852788 15639939 14791308 43 14850991 14856118 14925463 14720387 14849931 14782641 43 14859143 14858372 14850999 14785432 14858626 14854554 14854554 14720387 14782359 15635128 14849419 14847927 14785186 14849952 14976901 14976919 14859667 14717871 14780847 15698583 14976918 14925757 14779823 14780567 14924188 14844593 14924945 14726585 14858926 14720387 14859667 14717871 14924940 14728330 14849419 14782910 14924216 14720387 14925708 15710906 14782910 14859144 43 14859143 15638419 14779823 14720387 15704193 15630473 14976901,14844856 14724258 14925237 14854807
3606,14791826 15706282 14847406 14782092 88 102 105 99 117 104 110 99,14791826 15706282 14847406 14782092 88 102 105 99 117 104 110 99,14844093 15705739 14854331 15699885
3607,14858120 14854817 14854554 14789284 14859144 14716559 70 105 99 117 104 110 99,14858120 14854817 14854554 14789284 14859144 14716559 70 105 99 117 104 110 99,14783134 15697333 14854817 14925479
3608,84 74 55 53 88 15706282 15636660 14785469 14851759 14925245,15638456 14856371 14717885 82 65 72 14925237 14854807 15638189 14924723 14785469 14851759 14925245,14786237 15697082 14722731 14924977
3609,127 96 126 100 88 102 105 99 117 104 110 99,14858120 14851261 14925206 14724496,14844593 14924945
3610,69 117 110 96 111 115 78 105 65 114 115 114 117 98 88 110 72 84,14785415 14924216 14781104 14785415 14854539 14848387 14720387 14717874 14847407 14792378 15710881 14723494 14718849 14780832 14847921 14859956 14846135,14844093 15705739 14854331 15699885
3611,15706282 15636660 14858898 14844578 14847406 14782092,14925738 14782848 15706282 15636660 15710891 14781093 14925757 14782848 14854800 15252363 14782910 14924216 14846102 14858665 14846621 15252363 14846102 15631785 14924977 14849419 14844318 14719146 14923942 15252358,15632285 15706536 14721977 14925219
3612,84 102 126 70 69 68 88 112 98 101,15699126 15706282 14846116 15706282 15706243 14791308,14783134 15697333 14854817 14925479
3613,14853779 14853779 14859667 14717871 88 78 72 84,14925703 14925741 15699126 15706282 14849963 14847388 14854817 14925479 102 119 119,14783134 15697333 14854817 14925479
3614,14782358 15704454 15697796 15706258,54 53 54 53 50 53 52,14783134 15697333 14854817 14925479
3615,14925245 15696831 15706241 14847916 115 98 116 115 54 54,14925245 15696831 15706241 14847916,14924216 14781104 14717848 14791612
3616,14849453 14849426 14848387 15708310 110 72 84,15708310 14789282 15706282 15636660,15710359 14847407 14845602 14859696
3617,15706282 15636660 14791308 15706258 52 54,15706282 15636660 14848931 15630741 15706250 14791308 15706258,14786237 15697082 14722731 14924977
3618,83 104 67 102 126,102 105 99 117 104 110 99 14859956 14846135 14925709 14924472 14717871 15252363 14785415 15710358 14844587 14846143 14859143 14846102 14925703 14789561 15706551 15709089 15710888 14924977,15630486 15702410 14718849 15709093
3619,15699126 15706282 14854554 88 102 105 99 117 104 110 99,14780567 14924188 15699126 15706282 14854817 14925479,14783134 15697333 14854817 14925479
3620,14851257 15704228 14717874 14858934 88 102 105 99 117 104 110 99,14846598 14847873 15635864 14849158 14849716 14726585 14858926 14858934 15704193,14858934 15636660 15704193 14849963
3621,62 54 14713229 14715820 14719884 14925473 42 110 104 116 14716559 14785451,62 54 14713229 14715820 14719884 14925473 14786472 14727830 15645086 14844587 14846143 15696045 14925756 14722963 14846102 14859953 14844093 14849158 14720387 14925703 14789561 14790838 14846096 14717871 14782384 14852794 15706243 14720387 14844591 15697082 14844554 15709118 15638402 15706300 15710888 14924977 41,14782903 15634620 15638402 15706300
3622,14858120 14721183 15638189 15697549,14925703 14925741 14925245 14782641 15710367 14850991 14854819 14846610 14976902 14854277 14854297 14976902 14782631 15697549 14849936 15252376 14789283 14789561 14853024 14721689 14721689 14851759 14860201 14779823 14780821 14858400 15704228 15637945 14976902 14782100 14846102 15634613 14785920 14782641 15634611 14976901 39 39 39 39 39 39 14721689 14851759 14925706 14924930 14846120 14924962 15697549 14853038 15710367 14785422 14785715 14853021 14720387 14785418 14847398 14847384 15697082 15252363 14924172 14852485 15252381 14788744 14782626 14723990 14723990 14976902 14845602 14859696 15639704 15710134 14976901 14925706 14723494 14924455 14786472 14849953 14859143 14858372 15252363 15631546 14859667 14719884 14785190 14723990 15706266 14785186 14853804 14844546 14717848 14791612 15252380 14925706 14723494 14924455 14786472 14849953 14786472 14854577 14846383 15252363 15631546 14846120 14719884 14785190 15639704 15710134 14925757 14854577 14925245 14845597 15640248 14727561 14849716 14720387 15639704 14849158 14976901 39 39 39 39 39 39 39 39 14852794 14791055 14780072 14925706 15697082 14716075 14925228 15252363 15704454 14849677 15706254 15711660 15710654 14925245 14849697 15252358,15632285 15706536 14721977 14925219
